AMT Sample,Image No.,Spheres Y/N?,,Family,Genus,Species,CN visible,CN x2,CL distal,CL proximal,CW,CD - short,Cd-long,Shape model (Sun and Lui),Volume,Eq. spherical D,Notes,ks suggested,ks min,ks max,,PIC pg CaCO3,PIC pg C,PIC pmol C,Cocco D,Volume,% vol. that is cell for this genus,Estimated cell volume,Estimated cell diameter,Estimated POC pg C MDL,Estimated POC pmol C MDL,PIC:POC MDL,Estimated POC pg C Villiot,Estimated POC pmol C Villiot,PIC:POC Villiot
AMT-14 CTD36 17m,15-11-0065,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0072,Collapsed,1,Holococcolith,Syracosphaera,mediterranea HOL wettsteinii type,19,40,2.121,,1.498,8.447,8.818,PS,329.44,8.57,Coccosphere size measured from flattened coccosphere,0.036,,,,37.10,4.45,0.37,8.57,329.44,80.00,263.55,7.95,40.52,3.38,0.11,14.85,1.24,0.30
AMT-14 CTD36 17m,15-11-0072,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,15,6.348,1.804,4.978,,,PS,73.59,5.20,"CW = 1.11,  maximum upper collar CW = 4.978, possible 10% base overlap",0.01,,,,22.38,2.69,0.22,5.20,73.59,95.00,69.91,5.11,11.65,0.97,0.23,5.87,0.49,0.46
AMT-14 CTD36 17m,15-11-0077,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0078,Collapsed,1,Syracosphaeraceae,Syracosphaera,anthos,,37,1.886,,1.47,,,,585.29,10.38," possible 5% gaps, approx. 31 XCs too account for in calcite CL = 1.778 circular",0.015,0.015,0.024,,10.05,1.21,0.10,10.38,585.29,76.00,444.82,9.47,66.24,5.52,0.02,21.42,1.79,0.06
AMT-14 CTD36 17m,15-11-0078,Intact,1,Syracosphaeraceae,Syracosphaera,sp.,7,14,1.296,,0.901,2.963,3.263,PS,15.00,3.06,,0.015,0.015,0.024,,1.23,0.15,0.01,3.06,15.00,76.00,11.40,2.79,2.12,0.18,0.07,1.65,0.14,0.09
AMT-14 CTD36 17m,15-11-0080,Collapsed,1,Syracosphaeraceae,Syracosphaera,prolongata,37,64,2.149,,1.409,10.747,14.01,Strawberry,847.25,11.74,"CN estimated, top part covered in approx. 30 XCs account for in calcite.",0.015,0.015,0.024,,25.72,3.09,0.26,11.74,847.25,76.00,643.91,10.71,93.74,7.81,0.03,27.75,2.31,0.11
AMT-14 CTD36 17m,15-11-0081,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,21,8.747,1.761,6.718,,,PS,131.67,6.31,"CW = 1.197,  maximum upper collar CW = 6.718, possible 10% base overlap",0.01,,,,81.96,9.84,0.82,6.31,131.67,95.00,125.08,6.20,20.12,1.68,0.49,8.81,0.73,1.12
AMT-14 CTD36 17m,15-11-0088,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,24,8.297,1.852,6.815,,,PS,189.16,7.12,"CW = 1.1268,  maximum upper collar CW = 6.815, possible 10% base overlap",0.01,,,,79.95,9.59,0.80,7.12,189.16,95.00,179.70,7.00,28.28,2.36,0.34,11.36,0.95,0.84
AMT-14 CTD36 17m,15-11-0088,Flattened,1,Syracosphaeraceae,Ophiaster,sp.,22,45,0.904,,,4.741,4.889,PS,57.54,4.79,Coccosphere size measured from flattened coccosphere,0.015,,,,1.35,0.16,0.01,4.79,57.54,90.00,51.78,4.62,8.79,0.73,0.02,4.75,0.40,0.03
AMT-14 CTD36 17m,15-11-0093,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,11,7.921,2.326,5.576,,,PS,75.77,5.25,"CW = 1.461,  maximum upper collar CW = 5.576, possible 10% base overlap",0.01,,,,31.88,3.83,0.32,5.25,75.77,95.00,71.98,5.16,11.98,1.00,0.32,5.99,0.50,0.64
AMT-14 CTD36 17m,15-11-0093,Collapsed,1,Syracosphaeraceae,Syracosphaera,sp.,,25,1.729,,1.206,,,PS,182.48,7.04,possible 5% base overlap,0.015,0.015,0.024,,5.23,0.63,0.05,7.04,182.48,76.00,138.68,6.42,22.17,1.85,0.03,9.47,0.79,0.07
AMT-14 CTD36 17m,15-11-0093,Collapsed,1,Holococcolith,Syracosphaera,HOL,,23,1.222,,0.828,,,PS,54.43,4.70,possible 5% base overlap,0.036,,,,4.08,0.49,0.04,4.70,54.43,80.00,43.54,4.36,7.47,0.62,0.07,4.21,0.35,0.12
AMT-14 CTD36 17m,15-11-0095,Partially collapsed,1,Noelaerhabdaceae,Emiliania,huxleyi,7,18,3.186,,,6.076,6.076,PS,117.45,6.08,CD measured in one direction as sphere damaged,0.02,0.016,0.021,,31.43,3.77,0.31,6.08,117.45,86.00,101.01,5.78,16.46,1.37,0.23,7.59,0.63,0.50
AMT-14 CTD36 17m,15-11-0095,Partially collapsed,1,Noelaerhabdaceae,Emiliania,huxleyi,10,20,3.541,,,5.856,7.63,PS,137.00,6.40,,0.02,0.016,0.021,,47.95,5.75,0.48,6.40,137.00,86.00,117.82,6.08,19.03,1.59,0.30,8.45,0.70,0.68
AMT-14 CTD36 17m,15-11-0095,Partially collapsed,1,Noelaerhabdaceae,Emiliania,huxleyi,12,24,3.797,,,5.784,5.784,PS,101.32,5.78,CD measured in one direction as sphere damaged,0.02,0.016,0.021,,70.95,8.51,0.71,5.78,101.32,86.00,87.13,5.50,14.33,1.19,0.59,6.84,0.57,1.24
AMT-14 CTD36 17m,15-11-0097,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0099,Flattened,1,Syracosphaeraceae,Ophiaster,sp.,,60,1.101,,0.73,3.781,4.075,PS,30.50,3.88,Coccosphere size measured from flattened coccosphere,0.015,,,,3.24,0.39,0.03,3.88,30.50,90.00,27.45,3.74,4.84,0.40,0.08,3.05,0.25,0.13
AMT-14 CTD36 17m,15-11-0104,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0111,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0111,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0114,Collapsed,1,Syracosphaeraceae,Ophiaster,sp.,,36,1.188,,0.925,,,PS,120.64,6.13,possible 5% base overlap,0.015,,,,2.44,0.29,0.02,6.13,120.64,90.00,108.57,5.92,17.62,1.47,0.02,7.98,0.67,0.04
AMT-14 CTD36 17m,15-11-0115,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,18,7.511,1.531,6.279,,,PS,77.28,5.28,"CW = 1.126,  maximum upper collar CW = 6.279, possible 10% base overlap",0.01,,,,44.48,5.34,0.44,5.28,77.28,95.00,73.41,5.20,12.20,1.02,0.44,6.07,0.51,0.88
AMT-14 CTD36 17m,15-11-0116,Collapsed,1,Holococcolith,Syracosphaera,HOL,24,48,0.763,,0.48,,,PS,35.74,4.09,possible 5% base overlap,0.036,,,,2.07,0.25,0.02,4.09,35.74,80.00,28.59,3.79,5.03,0.42,0.05,3.14,0.26,0.08
AMT-14 CTD36 17m,15-11-0117,Intact,1,Calcidiscaceae,Calcidiscus,leptoporus,14,29,6.49,,,14.621,14.73,PS,1648.75,14.66,,0.08,0.068,0.103,,1712.32,205.48,17.12,14.66,1648.75,41.00,675.99,10.89,98.12,8.18,2.09,28.71,2.39,7.16
AMT-14 CTD36 17m,15-11-0119,Intact,1,Holococcolith,Corisphaera,sp.,41,82,1.377,,0.833,6.207,6.276,PS,126.60,6.23,,0.036,,,,20.81,2.50,0.21,6.23,126.60,59.00,74.70,5.23,12.40,1.03,0.20,6.14,0.51,0.41
AMT-14 CTD36 17m,15-11-0124,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,24,7.124,1.486,5.853,,,PS,131.95,6.32,"CW = 1.243,  maximum upper collar CW = 5.853, possible 10% base overlap",0.01,,,,50.61,6.07,0.51,6.32,131.95,95.00,125.35,6.21,20.17,1.68,0.30,8.83,0.74,0.69
AMT-14 CTD36 17m,15-11-0127,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0132,Intact,1,Syracosphaeraceae,Syracosphaera,ossa,15,30,2.691,,2.03,6.138,7.105,PS,140.16,6.44,,0.015,0.015,0.024,,23.68,2.84,0.24,6.44,140.16,76.00,106.52,5.88,17.31,1.44,0.16,7.88,0.66,0.36
AMT-14 CTD36 17m,15-11-0132,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,25,7.311,1.805,,,,PS,161.27,6.75,"CW = 1.123, possible 10% base overlap",0.01,,,,56.98,6.84,0.57,6.75,161.27,95.00,153.21,6.64,24.35,2.03,0.28,10.16,0.85,0.67
AMT-14 CTD36 17m,15-11-0136,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,21,6.798,1.657,5.374,,,PS,148.60,6.57,"CW = 1.379, possible 10% base overlap",0.01,,,,38.48,4.62,0.38,6.57,148.60,95.00,141.17,6.46,22.55,1.88,0.20,9.59,0.80,0.48
AMT-14 CTD36 17m,15-11-0138,Flattened,1,Syracosphaeraceae,Ophiaster,sp.,39,78,0.895,,0.654,6.213,6.621,PS,133.82,6.35,Coccosphere size measured from flattened coccosphere,0.015,,,,2.26,0.27,0.02,6.35,133.82,90.00,120.44,6.13,19.42,1.62,0.01,8.58,0.72,0.03
AMT-14 CTD36 17m,15-11-0143,Collapsed,1,Noelaerhabdaceae,Emiliania,huxleyi,19,30,2.997,,,8.402,8.402,PS,310.56,8.40,"Coccosphere size measured from flattened coccosphere, CN estimated",0.02,0.016,0.021,,43.61,5.23,0.44,8.40,310.56,86.00,267.08,7.99,41.03,3.42,0.13,14.99,1.25,0.35
AMT-14 CTD36 17m,15-11-0149,Intact,1,Calcidiscaceae,Umbilicosphaera,hulburtiana,10,20,4.234,,3.463,8.208,8.414,PS,296.81,8.28,,0.06,,,,245.92,29.51,2.46,8.28,296.81,76.00,225.57,7.55,35.01,2.92,0.84,13.32,1.11,2.22
AMT-14 CTD36 17m,15-11-0149,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0149,"Partial image, other part in 164",1,Alisphaeraceae,Alisphaera,POL type,,800,0.64,,,11.793,11.793,PS,858.76,11.79,CD measured in one direction as sphere split over 2 images; CN estimated based on Nannotax range,0.01,,,,5.66,0.68,0.06,11.79,858.76,76.00,652.66,10.76,94.94,7.91,0.01,28.02,2.33,0.02
AMT-14 CTD36 17m,15-11-0150,Flattened,1,Syracosphaeraceae,Ophiaster,sp.,43,86,1.266,,0.71,5.504,6.957,PS,110.35,5.95,Coccosphere size measured from flattened coccosphere,0.015,,,,7.07,0.85,0.07,5.95,110.35,90.00,99.32,5.75,16.21,1.35,0.05,7.50,0.62,0.11
AMT-14 CTD36 17m,15-11-0150,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,12,5.493,1.112,4.451,,,PS,20.41,3.39,"CW = 0.907, possible 5% base overlap",0.015,,,,17.40,2.09,0.17,3.39,20.41,95.00,19.39,3.33,3.50,0.29,0.60,2.39,0.20,0.87
AMT-14 CTD36 17m,15-11-0151,Flattened,1,Syracosphaeraceae,Ophiaster,sp.,24,48,0.636,,0.52,4.001,4.483,PS,37.58,4.16,Coccosphere size measured from flattened coccosphere,0.015,,,,0.50,0.06,0.01,4.16,37.58,90.00,33.82,4.01,5.89,0.49,0.01,3.53,0.29,0.02
AMT-14 CTD36 17m,15-11-0151,Intact,1,Umbellosphaeraceae,Umbellosphaera,irregularis,11,33,7.707,,,9.479,12.88,PS,605.95,10.50,"CN = visible x3 - This is coccosphere size, needs adjusting for coccolith height.",0.01,,,,88.10,10.57,0.88,7.70,238.94,95.00,227.00,7.57,35.22,2.93,0.30,13.38,1.11,0.79
AMT-14 CTD36 17m,15-11-0152,Collapsed,1,Unknown,Unknown,Unknown,26,52,8.807,,0.502,4.004,4.373,PS,36.71,4.12,Coccosphere size measured from flattened coccosphere,,,,,,,,4.12,36.71,,,,,,,,,
AMT-14 CTD36 17m,15-11-0153,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,13,5.4,1.318,3.894,,,PS,33.36,3.99,"CW = 0.980, possible 5% base overlap",0.015,,,,17.91,2.15,0.18,3.99,33.36,95.00,31.69,3.93,5.54,0.46,0.39,3.37,0.28,0.64
AMT-14 CTD36 17m,15-11-0154,Intact,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,,0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0157,Intact,1,Ceratolithaceae,Ceratolithus,cristatus CER,,1,,,,10.674,12.052,PS,718.97,11.11,Internal cell size approx. CellD = 5.395,0.1,,,,328.36,39.40,3.28,5.40,82.22,100.00,82.22,5.40,13.57,1.13,2.90,6.57,0.55,6.00
AMT-14 CTD36 17m,15-11-0159,"Collapsed, other part in 160",1,Umbellosphaeraceae,Umbellosphaera,irregularis,,15,7.904,1.396,6.629,,,PS,56.59,4.76,"CW = 1.204,  maximum upper collar CW = 5.853, possible 10% base overlap",0.01,,,,43.20,5.18,0.43,4.76,56.59,95.00,53.76,4.68,9.11,0.76,0.57,4.88,0.41,1.06
AMT-14 CTD36 17m,15-11-0165,Collapsed,1,Syracosphaeraceae,Syracosphaera,sp.,25,50,1.231,,0.92,5.245,5.795,PS,83.47,5.42,Coccosphere size measured from flattened coccosphere,0.015,0.015,0.024,,3.78,0.45,0.04,5.42,83.47,76.00,63.44,4.95,10.64,0.89,0.04,5.48,0.46,0.08
AMT-14 CTD36 17m,15-11-0166,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,,17,2.994,,1.84,,,PS,27.57,3.75,"spine length = 4.803, CN estimated",0.015,0.011,0.017,,53.54,6.42,0.54,3.75,27.57,80.00,22.05,3.48,3.94,0.33,1.63,2.62,0.22,2.46
AMT-14 CTD36 17m,15-11-0168,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,18,6.639,1.379,,,,PS,49.74,4.56,"CW = 0.932, possible 10% base overlap",0.01,,,,30.72,3.69,0.31,4.56,49.74,95.00,47.26,4.49,8.07,0.67,0.46,4.46,0.37,0.83
AMT-14 CTD36 17m,15-11-0171,Intact,1,Holococcolith,Syracosphaera,HOL,24,49,0.71,,0.442,3.655,4.001,PS,27.99,3.77,Coccosphere size measured from flattened coccosphere,0.036,,,,1.70,0.20,0.02,3.77,27.99,80.00,22.39,3.50,4.00,0.33,0.05,2.64,0.22,0.08
AMT-14 CTD36 17m,15-11-0174,Intact,1,Alisphaeraceae,Alisphaera,capulata,36,72,1.318,,0.83,4.901,6.374,PS,80.16,5.35,,0.04,,,,17.80,2.14,0.18,5.35,80.16,81.00,64.93,4.99,10.87,0.91,0.20,5.57,0.46,0.38
AMT-14 CTD36 17m,15-11-0176,Collapsed,1,Syracosphaeraceae,Syracosphaera,hastata,,15,1.761,,1.131,,,PS,79.17,5.33,possible 5% base overlap,0.015,0.015,0.024,,3.32,0.40,0.03,5.33,79.17,76.00,60.17,4.86,10.12,0.84,0.04,5.28,0.44,0.08
AMT-14 CTD36 17m,15-11-0180,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,8,22,8.594,1.531,7.055,,,PS,81.94,5.39,"CW = 0.958, possible 10% base overlap",0.01,,,,81.44,9.77,0.81,5.39,81.94,95.00,77.85,5.30,12.89,1.07,0.76,6.32,0.53,1.55
AMT-14 CTD36 17m,15-11-0181,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,11,5.091,1.592,4.906,,,PS,27.83,3.76,"CW = 0.897, possible 10% base overlap",0.01,,,,8.46,1.02,0.08,3.76,27.83,95.00,26.44,3.70,4.68,0.39,0.22,2.97,0.25,0.34
AMT-14 CTD36 17m,15-11-0181,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,21,42,2.622,,2,,,PS,99.43,5.75,"spine length = 4.059, possible 85% base overlap, CN estimated",0.015,0.011,0.017,,82.43,9.89,0.82,5.75,99.43,80.00,79.54,5.34,13.16,1.10,0.75,6.42,0.54,1.54
AMT-14 CTD36 17m,15-11-0182,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,,30,3.511,,2.069,,,PS,97.86,5.72,"spine length = 4.538, possible 85% base overlap, CN estimated",0.015,0.011,0.017,,100.59,12.07,1.01,5.72,97.86,80.00,78.29,5.31,12.96,1.08,0.93,6.35,0.53,1.90
AMT-14 CTD36 17m,15-11-0183,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,17,8.299,1.22,7.247,,,PS,40.65,4.27,"CW = 0.975, possible 10% base overlap",0.01,,,,56.67,6.80,0.57,4.27,40.65,95.00,38.62,4.19,6.68,0.56,1.02,3.87,0.32,1.76
AMT-14 CTD36 17m,15-11-0184,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0185,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,xiphos,,29,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,131.22,15.75,1.31,10.00,523.60,95.00,497.42,9.83,73.57,6.13,0.21,23.16,1.93,0.68
AMT-14 CTD36 17m,15-11-0185,"Partial image, other part in 200",1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,29,58,2.994,,1.691,7.727,7.727,PS,241.56,7.73,CD measured in one direction as sphere split over 2 images; spine length = 4.048,0.015,0.011,0.017,,130.44,15.65,1.30,7.73,241.56,80.00,193.25,7.17,30.28,2.52,0.52,11.95,1.00,1.31
AMT-14 CTD36 17m,15-11-0193,Intact,1,Noelaerhabdaceae,Gephyrocapsa,ericsonii,6,12,1.448,,,2.69,2.897,PS,10.98,2.76,,0.05,,,,4.92,0.59,0.05,2.76,10.98,30.00,3.29,1.85,0.66,0.06,0.89,0.69,0.06,0.85
AMT-14 CTD36 17m,15-11-0194,Collapsed,1,Syracosphaeraceae,Syracosphaera,noroitica,27,54,1.05,,0.771,5.725,6.345,PS,108.89,5.92,Coccosphere size measured from flattened coccosphere,0.015,0.015,0.024,,2.53,0.30,0.03,5.92,108.89,76.00,82.76,5.41,13.65,1.14,0.02,6.60,0.55,0.05
AMT-14 CTD36 17m,15-11-0197,Collapsed,1,Holococcolith,Syracosphaera,HOL,30,60,0.92,,0.786,4.483,4.488,PS,47.23,4.48,Coccosphere size measured from flattened coccosphere,0.036,,,,4.54,0.54,0.05,4.48,47.23,80.00,37.78,4.16,6.54,0.54,0.08,3.81,0.32,0.14
AMT-14 CTD36 17m,15-11-0198,Intact,1,Calcidiscaceae,Umbilicosphaera,hulburtiana,9,19,3.985,,3.242,7.794,8.076,PS,256.87,7.89,,0.06,,,,194.78,23.37,1.95,7.89,256.87,76.00,195.22,7.20,30.57,2.55,0.76,12.04,1.00,1.94
AMT-14 CTD36 17m,15-11-0200,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,xiphos,,35,1.055,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,131.22,15.75,1.31,10.00,523.60,95.00,497.42,9.83,73.57,6.13,0.21,23.16,1.93,0.68
AMT-14 CTD36 17m,15-11-0202,Partially collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,16,5.647,1.523,4.411,,,PS,71.31,5.14,"CW = 1.207, possible 10% base overlap",0.01,,,,16.80,2.02,0.17,5.14,71.31,95.00,67.74,5.06,11.31,0.94,0.18,5.74,0.48,0.35
AMT-14 CTD36 17m,15-11-0204,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,15,8.55,1.586,6.931,,,PS,71.72,5.15,"CW = 1.241, possible 10% base overlap",0.01,,,,54.68,6.56,0.55,5.15,71.72,95.00,68.13,5.07,11.38,0.95,0.58,5.76,0.48,1.14
AMT-14 CTD36 17m,15-11-0207,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0210,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0210,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,19,7.136,1.318,5.645,,,PS,53.94,4.69,"CW = 0.975, possible 10% base overlap",0.01,,,,40.27,4.83,0.40,4.69,53.94,95.00,51.24,4.61,8.70,0.73,0.56,4.72,0.39,1.02
AMT-14 CTD36 17m,15-11-0211,Intact,1,Syracosphaeraceae,Syracosphaera,ossa,13,27,2.318,,1.768,5.625,6.119,PS,101.37,5.79,,0.015,0.015,0.024,,13.62,1.63,0.14,5.79,101.37,76.00,77.04,5.28,12.77,1.06,0.13,6.28,0.52,0.26
AMT-14 CTD36 17m,15-11-0211,Flattened,1,Syracosphaeraceae,Ophiaster,sp.,25,50,0.654,,0.402,4.509,4.518,PS,48.10,4.51,Coccosphere size measured from flattened coccosphere,0.015,,,,0.57,0.07,0.01,4.51,48.10,90.00,43.29,4.36,7.43,0.62,0.01,4.19,0.35,0.02
AMT-14 CTD36 17m,15-11-0211,Collapsed,1,Holococcolith,Syracosphaera,HOL,30,60,0.872,,,4.554,4.828,PS,52.43,4.64,Coccosphere size measured from flattened coccosphere,0.036,,,,3.87,0.46,0.04,4.64,52.43,80.00,41.94,4.31,7.21,0.60,0.06,4.10,0.34,0.11
AMT-14 CTD36 17m,15-11-0214,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,30,78,3.082,,2.44,9.862,10.277,PS,523.35,10.00,"Multi-layered =3-4 (account for in biomass), CN includes 18 extra surrounding coccoliths",0.02,0.016,0.021,,123.31,14.80,1.23,9.48,445.87,86.00,383.45,9.01,57.62,4.80,0.26,19.31,1.61,0.77
AMT-14 CTD36 17m,15-11-0216,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,31,5.971,1.342,4.751,,,PS,81.21,5.37,"CW = 0.771, possible 10% base overlap",0.01,,,,38.49,4.62,0.38,5.37,81.21,95.00,77.15,5.28,12.78,1.07,0.36,6.28,0.52,0.73
AMT-14 CTD36 17m,15-11-0216,Collapsed,1,Holococcolith,Syracosphaera,HOL,20,40,1.037,,0.483,3.587,4.069,PS,27.41,3.74,,0.036,,,,4.34,0.52,0.04,3.74,27.41,80.00,21.93,3.47,3.92,0.33,0.13,2.61,0.22,0.20
AMT-14 CTD36 17m,15-11-0218,Collapsed,1,Holococcolith,Syracosphaera,HOL,24,48,0.975,,0.69,4.931,5.029,PS,64.03,4.96,,0.036,,,,4.32,0.52,0.04,4.96,64.03,80.00,51.22,4.61,8.70,0.73,0.06,4.72,0.39,0.11
AMT-14 CTD36 17m,15-11-0222,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,11,7.472,1.556,5.954,,,PS,53.68,4.68,"CW = 1.422, possible 10% base overlap",0.01,,,,26.76,3.21,0.27,4.68,53.68,95.00,51.00,4.60,8.67,0.72,0.37,4.70,0.39,0.68
AMT-14 CTD36 17m,15-11-0226,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,20,8.553,1.657,6.872,,,PS,108.49,5.92,"CW = 1.174, possible 10% base overlap",0.01,,,,72.98,8.76,0.73,5.92,108.49,95.00,103.07,5.82,16.78,1.40,0.52,7.70,0.64,1.14
AMT-14 CTD36 17m,15-11-0227,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,irregularis,,24,6.328,1.318,4.624,,,PS,75.75,5.25,"CW = 0.968, possible 10% base overlap",0.01,,,,35.47,4.26,0.35,5.25,75.75,95.00,71.96,5.16,11.97,1.00,0.36,5.99,0.50,0.71
AMT-14 CTD36 17m,15-11-0227,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,"Cannot accurately count CN or measure distal shield CL, fixed geometry applied (see manuscript)",0.005,,,,675.00,81.00,6.75,10.00,523.60,95.00,497.42,9.83,73.57,6.13,1.10,23.16,1.93,3.50
AMT-14 CTD36 17m,15-11-0228,Collapsed,1,Syracosphaeraceae,Syracosphaera,halldalii,19,38,2.014,,1.422,,,PS,425.35,9.33,possible 20% base overlap,0.015,0.015,0.024,,12.57,1.51,0.13,9.33,425.35,76.00,323.27,8.52,49.08,4.09,0.03,17.13,1.43,0.09
AMT-14 CTD36 17m,15-11-0239,Collapsed,1,Syracosphaeraceae,Syracosphaera,halldalii,,36,2.129,,1.542,,,PS,481.37,9.72,possible 20% base overlap,0.015,0.015,0.024,,14.07,1.69,0.14,9.72,481.37,76.00,365.84,8.87,55.13,4.59,0.03,18.68,1.56,0.09
AMT-14 CTD36 17m,15-11-0240,Partially collapsed,1,Syracosphaeraceae,Syracosphaera,puchra,19,38,4.266,,2.927,13.895,15.192,PS,1535.79,14.31,Plus 3-6 XCs for calcite calculation,0.03,,,,238.96,28.68,2.39,14.31,1535.79,61.00,936.83,12.14,133.30,11.11,0.22,36.08,3.01,0.79
